BCL6-HDAC4 complex;BCL6,HDAC4
Dystrophin-glycoprotein complex (DGC);Yap1,Sgcd,Dag1,Lats2
Mili-Tdrd1-Tdrd12 complex;Piwil2,Tdrd1,Tdrd12
EXT1-EXT2 complex;EXT1,EXT2
Periaxin complex;Bfsp1,Ahnak,Prx,Vim,Ezr,Sptbn2,Bfsp2,Nrcam,Ank2,Plec
EPPD complex;PRX,AHNAK,PPL,EZR
Fanconi anemia FAAP100 complex;FANCG,FANCA,FANCC,FAAP100,FANCM,FANCB,FAAP24,FANCE,FANCF,FANCL
L-B-P100 subcomplex;FAAP100,FANCB,FANCL
AUP1-OS9-SEL1L-UBC6e-UBXD8 complex;OS9,FAF2,SEL1L,UBE2J1,AUP1
Ragulator-AXIN/LKB1-AMPK complex;Axin1,Prkag1,Lamtor3,Prkaa1,Lamtor4,Lamtor1,Lamtor5,Lamtor2,Prkab1,Stk11
v-ATPase-Ragulator-AXIN/LKB1-AMPK complex;AXIN1,LAMTOR5,ATP6V1B2,ATP6V0C,ATP6V1A,PRKAG1,ATP6V0D1,LAMTOR4,PRKAA1,STK11,LAMTOR1,LAMTOR3,LAMTOR2,PRKAB1
TSC complex;TSC2,TSC1,TBC1D7
Phosphatidylinositol 4-kinase complex;PI4KA,TTC7B,GSPT2,FAM126A
HUSH complex;PPHLN1,MPHOSPH8,FAM208A
Ror1-Ror2 complex;Ror2,Ror1
Gamma-tubulin complex;TUBG1,TUBGCP3,TUBGCP6,TUBGCP5,TUBGCP2,TUBGCP4
MMXD complex;CIAO1,SLC25A5,ERCC2,MMS19,FAM96B
MMS19 complex;CIAO1,MMS19,NARFL,FAM96B
CIA2B-CIA1-MMS19 complex;CIAO1,MMS19,FAM96B
Ubiquitin E3 ligase (CUL1, FBXO10, SKP1);SKP1,CUL1,FBXO10
Ubiquitin E3 ligase (CUL1, FBXO6, RBX1, SKP1);RBX1,SKP1,CUL1,FBXO6
Ubiquitin E3 ligase (CUL1, FBXO17, RBX1, SKP1);RBX1,SKP1,CUL1,FBXO17
Ubiquitin E3 ligase (CUL1, FBXO27, RBX1, SKP1);RBX1,SKP1,CUL1,FBXO27
Ubiquitin E3 ligase (CUL1, FBXO44, RBX1, SKP1);RBX1,SKP1,CUL1,FBXO44
PELI1-IRAK4-IRAK1-TRAF6 complex, IL-1-induced;IRAK1,PELI1,IRAK4,TRAF6
FBXW7-CDX2-GSK3B complex;GSK3B,FBXW7,CDX2
CTNNB1-FERMT2-TCF7L2 complex;CTNNB1,FERMT2,TCF7L2
CTNNB1-FERMT2-YBX1 complex;CTNNB1,YBX1,FERMT2
FGF1-FGFR1-ITGB3 complex;ITGB3,FGF1,FGFR1
EED-EZH2-PHF19 complex;EED,EZH2,PHF19
Frs2-Grb2-Sos1 complex;Grb2,Sos1,Frs2
Cbl-Frs2-Grb2 complex;Cbl,Grb2,Frs2
ELN-FBLN2-FBN1 complex;ELN,FBN1,FBLN2
ELN-FBLN5-FBN1 complex;ELN,FBN1,FBLN5
Cdk1-Hspa2-tNasp complex;Cdk1,Hspa2,Nasp
CTTN-FER-PTK2 complex;FER,PTK2,CTTN
Bcar1-Crk-Ptk2-Rapgef1 complex;Ptk2,Bcar1,Crk,Rapgef1
ILK-LIMS1-PARVA complex;LIMS1,ILK,PARVA
ILK-LIMS2-PARVA complex;ILK,LIMS2,PARVA
FAK\u2013p130Cas\u2013MT1 complex;MMP14,BCAR1,PTK2
Cyth2-Src complex;Src,Cyth2
WAVE1 complex;ABI2,C22H3ORF10,NCKAP1,CYFIP1,WASF1
Fak-Pde4d5-Rack1 complex;Ptk2,Rack1,Pde4d
MAPK1-PTK2-PXN complex;MAPK1,PXN,PTK2
FAK-p120RasGAP-p190RhoGAP complex;Rasa1,Rasgrf1,Ptk2
Robo4\u2013paxillin complex;PXN,ROBO4
ARHGEF7-GIT2-PAK1 complex;PAK1,ARHGEF7,GIT2
AKT1-FOXO1-WDFY2 complex;AKT1,FOXO1,WDFY2
PRKCZ-VAMP2-WDFY2 complex;VAMP2,PRKCZ,WDFY2
FOXP3-TRIM28-ZFP90 complex;TRIM28,ZFP90,FOXP3
AJUBA-PRMT5-SNAI1 complex;PRMT5,SNAI1,AJUBA
PRKCZ-SQSTM-TRAF6 complex;PRKCZ,SQSTM1,TRAF6
ITGA4-PXN-YWHAZ complex;Ywhaz,Itga4,PXN
MYC-TRRAP-KAT2A complex;MYC,KAT2A,TRRAP
KAT2A-TRRAP complex;KAT2A,TRRAP
ARHGEF2-MAPK1-MAPK3-PXN complex;MAPK3,MAPK1,PXN,ARHGEF2
c-Src immune complex;Tuba1b,Src,Prkce,Prkca,Prkcd,Ptk2,Cav1,Mapk1,Tuba1a,Gnrhr,Ksr1,Mapk3,Vcl,Pxn
Norrin receptor complex;LRP5,TSPAN12,NDP,FZD4
LRP6-PTH-PTH1R complex;LRP6,PTH,PTH1R
Lrp6-Pth-Pth1r complex;Lrp6,Pth,Pth1r
FZD5-LGR5-LRP6 complex;LGR5,LRP6,FZD5
Axin1-Ctnnb1-Lrp5 complex;Axin1,Ctnnb1,Lrp5
Fzd8-Ror2-Wnt5a complex;Wnt5a,Fzd8,Ror2
Fzd7-Gnas-Pik3r1 complex;Pik3r1,Gnas,Fzd7
BARD1\u2013BRCA1\u2013RAD51 complex;BRCA1,RAD51,BARD1
Isocitrate dehydrogenase [NADP], mitochondrial;IDH2
Isocitrate dehydrogenase [NAD], mitochondrial;IDH3B,IDH3A,IDH3G
GPS2-LXR-RXR complex;Nr1h4,Gps2,Nr1h3
NG2-galectin-3-alpha3beta1-integrin complex;ITGB1,LGALS3,ITGA3,CSPG4
Ret-Gfra1-Gdnf complex;Ret,Gdnf,Gfra1
ARTN-GFRA3-RET comples;GFRA3,RET,ARTN
Idas-Geminin-Cdt1 complex;MCIDAS,GMNN,CDT1
REP-RGGT-Rab complex;RAB3A,CHM,RABGGTA
C2ORF3-Prp43-TFIP11 complex;DHX15,GCFC2,TFIP11
BOLA2-GLRX3 complex;GLRX3,BOLA2
GATB-GATC-QRSL1 complex;GATC,GATB,QRSL1
BICD2-dynein-dynactin complex;DYNC1I1,DCTN1,BICD2
CTNNB1-GID8 complex;CTNNB1,GID8
Glutamate receptor complex (Grin1, Grin2a), ionotropic, NMDA-type;Grin1,Grin2a
AXIN1-GID8-GSK3B complex;AXIN1,GSK3B,GID8
Fkbp5-Hsp90aa1-Hspa1a-Nr3c1 complex;Nr3c1,Hsp90aa1,Hspa1a,Fkbp5
Glutamate receptor complex (GRIN1, GRIN2A, GRIN2B), ionotropic, NMDA-type;Grin2a,Grin1,Grin2b
Glutamate receptor (Grin1, Grin2A) - Grin3B complex, ionotropic, NMDA-type;Grin2a,Grin1,Grin3b
AMPA receptor complex (anti-GluA1-a);Cnih3,Frrs1l,Prrt2,Gsg1l,Vwc2l,Cpt1c,Vwc2,Nrn1,Gria1,Gria2,Gria3,Gria4,Dlg4,Cacng7,Olfm3,Olfm2,Cnih2,Olfm1,Prrt1,Cacng2,Cacng8,Cacng4,Cacng3,Shisa9
Serine-palmitoyltransferase (SPTLC1, SPTLC2) complex;SPTLC1,SPTLC2
Serine-palmitoyltransferase (SPTLC1, SPTLC2, SPTLC3) complex;SPTLC1,SPTLC2,SPTLC3
Serine-palmitoyltransferase (SPTLC1, SPTLC3, ssSPTb) complex;SPTLC1,SPTSSB,SPTLC3
AMPA receptor complex (anti-GluA1-b);Lrrtm4,Cnih3,Frrs1l,Prrt2,Gsg1l,Vwc2l,Cpt1c,Vwc2,Nrn1,Gria1,Gria2,Gria3,Gria4,Cacng7,Olfm3,Olfm2,Cnih2,Olfm1,Prrt1,Cacng2,Cacng8,Cacng4,Cacng3,Shisa9
Serine-palmitoyltransferase (SPTLC1, SPTLC3, ssSPTa) complex;SPTLC1,SPTSSA,SPTLC3
Serine-palmitoyltransferase (SPTLC1, SPTLC2, ssSPTb) complex;SPTLC1,SPTLC2,SPTSSB
Serine-palmitoyltransferase (SPTLC1, SPTLC2, ssSPTa) complex;SPTLC1,SPTLC2,SPTSSA
JUN-FBW7-PRR7 complex;JUN,PRR7,FBXW7
Jun-Fbw7-Prr7 complex;Fbxw7,Prr7,Jun
AMPA receptor complex (anti-GluA1-c);Cnih3,Frrs1l,Prrt2,Gsg1l,Nrn1,Gria1,Gria2,Gria3,Gria4,Cacng7,Olfm3,Olfm2,Cnih2,Olfm1,Prrt1,Cacng2,Cacng3,Shisa9
AMPA receptor complex (anti-GluA2-a);Cnih3,Frrs1l,Gsg1l,Vwc2,Nrn1,Gria1,Gria2,Gria3,Gria4,Olfm3,Olfm2,Cnih2,Olfm1,Prrt1,Cacng2,Cacng4,Cacng3
AMPA receptor complex (anti-GluA2-b);Lrrtm4,Cnih3,Frrs1l,Prrt2,Gsg1l,Vwc2l,Cpt1c,Vwc2,Nrn1,Gria1,Gria2,Gria3,Gria4,Cacng7,Olfm3,Olfm2,Cnih2,Abhd6,Olfm1,Prrt1,Cacng2,Cacng8,Cacng4,Cacng3,Shisa9
ITGAV-ITGB3-Igf1-Igf1r complex;Igf1r,I79_005825,ITGB3,ITGAV
AMPA receptor complex (anti-GluA2-c);Cnih3,Frrs1l,Gsg1l,Vwc2l,Vwc2,Nrn1,Gria1,Gria2,Gria3,Gria4,Olfm3,Olfm2,Cnih2,Olfm1,Prrt1,Cacng2,Cacng3,Shisa9
ORMDL3-SPTLC1 complex;SPTLC1,ORMDL3
Ush2A-Gpr98-Whrn-Pdzd7 complex;Ush2A,Whrn,Pdzd7,Gpr98
ProTalpha C2 complex;PTMA,MARCKSL1,ACTB,SET
ProTalpha C5 complex;PTMA,PSMA1,ANP32A,SLC25A3,C1QBP
ProTalpha C7 complex;PTMA,ANP32A,ANP32B
ProTalpha C8 complex;PTMA,ANP32A,RAB11A,ANP32B
ProTalpha C9 complex;PTMA,SET
THSD1-FAK-talin-vinculin complex;VCL,PTK2,THSD1,TLN1
ABI3-WAVE2-CYFIP1 complex;CYFIP1,ABI3,WASF2
FGF1-ITGAV-ITGB3 complex;ITGB3,FGF1,ITGAV
JIP1-JIP2 complex;MAPK8IP2,MAPK8IP1
SIGMAR1-Cacna1b-CACNB1-CACNA2D1 complex;Cacna1b,CACNA2D1,CACNB1,SIGMAR1
Txnip-Nlrp3-Asc-Casp1 complex;Casp1,Txnip,Nlrp3,Pycard
ADIPOQ-PLOD3-GLT25D1 complex;PLOD3,ADIPOQ,COLGALT1
ST3GAL6-EGFR complex;EGFR,ST3GAL6
SEPHS1-SEPHS2-SEPSECS-SECp43 complex;SEPHS1,Trnau1ap,SEPHS2,SEPSECS
PLOD2-FKBP10 complex;PLOD2,FKBP10
Aqp4-Slc1a2 complex;Slc1a2,Aqp4
CAPZA3-CAPZB complex;CAPZB,CAPZA3
Cacna1d-Kcnn4 complex;Kcnn4,Cacna1d
HTT-DISC1-PDE4B complex;HTT,PDE4B,DISC1
PP2A-NR3A complex;PPP2R1A,PPP2R2A,PPP2CA,GRIN3A
Clock-Bmal1-Cry1 complex;Clock,Cry1,Arntl
Grb2-Pld2-Was complex;Was,Pld2,Grb2
Clock-Bmal1-Cry2 complex;Clock,Cry2,Arntl
hCRY1-mPer2 complex;Per2,CRY1
Cry1-Per2 complex;Per2,Cry1
FERMT3-RACK1 complex;RACK1,FERMT3
ITGB1-RACK1 complex;ITGB1,RACK1
ITGB2-RACK1 complex;ITGB2,RACK1
GNAI1-GNGT1-GNB1 complex;GNB1,GNAI1,GNGT1
GNAI1-GNB2-GNGT1 complex;GNB2,GNAI1,GNGT1
GNAI1-GNB3-GNGT1 complex;GNB3,GNAI1,GNGT1
GNAI1-GNB4-GNGT1 complex;GNAI1,GNGT1,GNB4
GNAI1-GNB5-GNGT1 complex;GNB5,GNAI1,GNGT1
GNAI1-GNB1-GNG2 complex;GNG2,GNB1,GNAI1
GNAI1-GNB2-GNG2 complex;GNG2,GNB2,GNAI1
GNAI1-GNB3-GNG2 complex;GNB3,GNG2,GNAI1
GNAI1-GNB4-GNG2 complex;GNG2,GNAI1,GNB4
GNAI1-GNB5-GNG2 complex;GNB5,GNG2,GNAI1
GNAI1-GNB1-GNG3 complex;GNB1,GNAI1,GNG3
GNAI1-GNB2-GNG3 complex;GNB2,GNAI1,GNG3
GNAI1-GNB3-GNG3 complex;GNB3,GNAI1,GNG3
GNAI1-GNB4-GNG3 complex;GNAI1,GNG3,GNB4
GNAI1-GNB5-GNG3 complex;GNB5,GNAI1,GNG3
ITGA6-ITGB4-Igf1-Igf1r complex;Igf1r,I79_005825,ITGB4,ITGA6
DCP1A-NR3C1-PNRC2-UPF1-complex;NR3C1,UPF1,DCP1A,PNRC2
GNAI1-GNB1-GNG4 complex;GNG4,GNB1,GNAI1
GNAI1-GNB2-GNG4 complex;GNG4,GNB2,GNAI1
GNAI1-GNB3-GNG4 complex;GNB3,GNG4,GNAI1
GNAI1-GNB4-GNG4 complex;GNG4,GNAI1,GNB4
GNAI1- GNB5-GNG4 complex;GNB5,GNG4,GNAI1
GNAI1-GNB1-GNG5 complex;GNB1,GNAI1,GNG5
GNAI1-GNB2-GNG5 complex;GNB2,GNAI1,GNG5
BVR-PKCD-ERK2 complex;MAPK1,BLVRA,PRKCD
PDZK1-PLCB3-SSTR5 complex;SSTR5,PLCB3,PDZK1
PDZK1-PLCB3- SSTR1 complex;SSTR1,PLCB3,PDZK1
PDZK1-PLCB3- SSTR2 complex;SSTR2,PLCB3,PDZK1
PDZK1-PLCB3- SSTR3 complex;SSTR3,PLCB3,PDZK1
PDZK1-PLCB3- SSTR4 complex;SSTR4,PLCB3,PDZK1
IFNAR1-IFNAR2-IFNW1 complex;IFNW1,IFNAR1,IFNAR2
IFNAR2-IFNA2 complex;IFNA2,IFNAR2
IFNAR1-IFNAR2-IFNA2 complex;IFNA2,IFNAR1,IFNAR2
TLR1-TLR2 complex;TLR2,TLR1
TLR1-TLR2-lipoprotein complex;TLR2,TLR1
PIAS1-SUMO1-UBC9 complex;PIAS1,SUMO1,UBE2I
OTUB1-UBC13-MMS2 complex;UBE2N,UBE2V2,OTUB1
Gm130-Grasp65 complex;Gorasp1,Golga2
Gm130-Grasp65-p115 complex;Gorasp1,Uso1,Golga2
CTNNA1-CTNNB1-GLI3R complex;CTNNB1,GLI3,CTNNA1
Golgin45-Grasp55-Rab2(GTP) complex;Rab2a,Blzf1,Gorasp2
Propionyl-CoA carboxylase;PCCA,PCCB
KRIT1-HEG1-RAP1B complex;KRIT1,RAP1B,HEG1
GNAI1-GNB3-GNG5 complex;GNB3,GNAI1,GNG5
GNAI1-GNB4-GNG5 complex;GNAI1,GNG5,GNB4
GNAI1-GNB5-GNG5 complex;GNB5,GNAI1,GNG5
NFAT5-WWTR1 complex;NFAT5,WWTR1
C9orf72-SMCR8-WDR41 complex;SMCR8,C9orf72,WDR41
C9orf72-SMCR8 complex;SMCR8,C9orf72
WDR41-(C9orf72-SMCR8)-(FIP200-ULK1-ATG13-ATG101) complex;ATG13,ULK1,RB1CC1,SMCR8,C9orf72,ATG101,WDR41
GNAI1-GNB1-GNG7 complex;GNG7,GNB1,GNAI1
GNAI1-GNB2-GNG7 complex;GNG7,GNB2,GNAI1
GNAI1-GNB3-GNG7 complex;GNG7,GNB3,GNAI1
GNAI1-GNB4-GNG7 complex;GNG7,GNAI1,GNB4
GNAI1-GNB5-GNG7 complex;GNB5,GNG7,GNAI1
GNAI1-GNB1-GNG8 complex;GNB1,GNAI1,GNG8
GNAI1-GNB2-GNG8 complex;GNB2,GNAI1,GNG8
GNAI1-GNB3-GNG8 complex;GNB3,GNAI1,GNG8
GNAI1-GNB4-GNG8 complex;GNAI1,GNB4,GNG8
GNAI1-GNB5-GNG8 complex;GNB5,GNAI1,GNG8
GNAI1-GNB1-GNG10 complex;GNG10,GNB1,GNAI1
GNAI1-GNB2-GNG10 complex;GNG10,GNB2,GNAI1
GNAI1-GNB3-GNG10 complex;GNB3,GNG10,GNAI1
GNAI1-GNB4-GNG10 complex;GNG10,GNAI1,GNB4
GNAI1-GNB5-GNG10 complex;GNB5,GNG10,GNAI1
GNAI1-GNB1-GNG11 complex;GNG11,GNB1,GNAI1
GNAI1-GNB2-GNG11 complex;GNG11,GNB2,GNAI1
GNAI1-GNB3-GNG11 complex;GNB3,GNG11,GNAI1
GNAI1-GNB4-GNG11 complex;GNG11,GNAI1,GNB4
GNAI1-GNB5-GNG11 complex;GNB5,GNG11,GNAI1
GNAI1-GNB1-GNG12 complex;GNB1,GNAI1
GNAI1-GNB2-GNG12 complex;GNB2,GNAI1,GNG12
GNAI1-GNB3-GNG12 complex;GNB3,GNAI1,GNG12
GNAI1-GNB4-GNG12 complex;GNAI1,GNB4,GNG12
GNAI1-GNB5-GNG12 complex;GNB5,GNAI1,GNG12
FIP200-ULK1-ATG13-ATG101 complex;ATG13,ULK1,RB1CC1,ATG101
GNAI1-GNB1-GNG13 complex;GNB1,GNAI1,GNG13
GNAI1-GNB2-GNG13 complex;GNB2,GNAI1,GNG13
GNAI1-GNB3-GNG13 complex;GNB3,GNAI1,GNG13
GNAI1-GNB4-GNG13 complex;GNAI1,GNB4,GNG13
GNAI1-GNB5-GNG13 complex;GNB5,GNAI1,GNG13
GNAS-L-GNB1-GNG1 complex;GNB5,GNAS,GNGT1
ASAH1-NR5A1 complex;NR5A1,ASAH1
ASAH1-NR5A1-SAPD complex;PSAP,NR5A1,ASAH1
DNAAF2-HEATR2-SPAG1 complex;SPAG1,DNAAF5,DNAAF2
AURKB-VRK1 complex;AURKB,VRK1
SOX2-VRK1 complex;SOX2,VRK1
NBS1-VRK1 complex;NBN,VRK1
NBS1\u2013RNF8-VRK1 complex;NBN,RNF8,VRK1
PRRX1-UCHL1 complex;UCHL1,PRRX1
PRRX2-UCHL1 complex;UCHL1,PRRX2
IGF2R-PLAUR-PLG complex;PLG,IGF2R,PLAUR
IGF2R-PLAUR complex;IGF2R,PLAUR
IGF2R-PLAUR-PLAU complex;PLAU,IGF2R,PLAUR
IGF2R-PLG-PLAU-PLAUR-LTGFbeta1 complex;PLG,PLAU,TGFB1,IGF2R,PLAUR
NUFIP2-Roquin1 complex;RC3H1,NUFIP2
PLAUR-PLAU complex;PLAU,PLAUR
ABRAXAS2-SHMT1 complex;SHMT1,ABRAXAS2
ABRAXAS2-SHMT2 complex;SHMT2,ABRAXAS2
Glycogen synthase;GYG1,GYS1
GRB7-PTK2 complex;PTK2,GRB7
Grb7-Elavl1  complex;Elavl1,Grb7
Grb7-Tia1 complex;Tia1,Grb7
Elavl1-Tia complex;Tia1,Elavl1
Grb7-Elavl1-Tia1 complex;Tia1,Elavl1,Grb7
Dmbx1-Otx2 complex;Otx2,Dmbx1
HSPA9-GRPEL1-GRPEL2 complex;HSPA9,GRPEL2,GRPEL1
GRPEL1-GRPEL2 complex;GRPEL2,GRPEL1
HSPA9-GRPEL1 complex;HSPA9,GRPEL1
HSPA9-GRPEL2 complex;HSPA9,GRPEL2
HSPA9-GRPEL1-GRPEL2-TIMM44 complex;TIMM44,HSPA9,GRPEL2,GRPEL1
GSKIP-GSK3B-PRKAR2A complex;PRKAR2A,GSK3B,GSKIP
GSKIP-PRKAR2B complex;PRKAR2B,GSKIP
PRKAR2A-GSKIP-GSK3B-DNM1L complex;DNM1L,PRKAR2A,GSK3B,GSKIP
COMMD1-CCDC22-CCDC93-C16orf62 complex;CCDC22,CCDC93,C16orf62,COMMD1
CCDC22-CCDC93-C16orf62 complex;CCDC22,CCDC93,C16orf62
CCDC93-COMMD1-COMMD6 complex;CCDC93,COMMD6,COMMD1
COMMD1-CCDC93-C16orf62 complex;CCDC93,C16orf62,COMMD1
CCDC22-CCDC93-C16orf62-FAM21-WASH1 complex;WASH1,CCDC22,CCDC93,C16orf62,FAM21C
VCP-SELK-DERL1 complex;VCP,DERL1,SELK
Hras-Rgs14 complex;Rgs14,Hras
Braf-Hras-Map2k1-Mapk3-Rgs14 complex;Braf,Rgs14,Hras,Mapk3,Map2k1
SEC23-SEC24 adaptor complex;SEC24B,SEC23A
SEC23-SEC24-SCAP-SREBP1c complex;SEC24B,SREBF1,SCAP,SEC23A
Coat protein complex II (SAR1B, PREB, SEC23A , SEC24B, SEC23IP);SEC24B,SEC23A,PREB,SAR1B,SEC23IP
GNAS-L-GNB2-GNG1 complex;GNB2,GNAS,GNGT1
GNAS-L-GNB3-GNG1 complex;GNB3,GNAS,GNGT1
GNAS-L-GNB4-GNG1 complex;GNAS,GNGT1,GNB4
GNAS-L-GNB1-GNG2 complex;GNG2,GNB1,GNAS
GNAS-L-GNB2-GNG2 complex;GNG2,GNB2,GNAS
GNAS-L-GNB3-GNG2 complex;GNB3,GNG2,GNAS
GNAS-L-GNB4-GNG2 complex;GNB5,GNG2,GNAS
GNAS-L-GNB1-GNG3 complex;GNB3,GNAS,GNG3
GNAS-L-GNB2-GNG3 complex;GNB2,GNAS,GNG3
GNAS-L-GNB4-GNG3 complex;GNAS,GNG3,GNB4
GNAS-L-GNB5-GNG3 complex;GNB5,GNAS,GNG3
TSC2-DVL complex;DVL1,TSC2
TSC2-GSK3-AXIN-DVL complex;DVL1,AXIN1,TSC2,GSK3B
GNAS-L-GNB1-GNG4 complex;GNG4,GNB1,GNAS
GNAS-L-GNB2-GNG4 complex;GNG4,GNB2,GNAS
GNAS-L-GNB3-GNG4 complex;GNB3,GNG4,GNAS
GNAS-L-GNB4-GNG4 complex;GNG4,GNAS,GNB4
GNAS-L-GNB5-GNG4 complex;GNB5,GNG4,GNAS
GNAS-L-GNB1-GNG5 complex;GNB1,GNAS,GNG5
GNAS-L-GNB2-GNG5 complex;GNB2,GNAS,GNG5
GNAS-L-GNB3-GNG5 complex;GNB3,GNAS,GNG5
GNAS-L-GNB4-GNG5 complex;GNAS,GNG5,GNB4
GNAS-L-GNB5-GNG5 complex;GNB5,GNAS,GNG5
GNAS-L-GNB1-GNG7 complex;GNG7,GNB1,GNAS
GNAS-L-GNB2-GNG7 complex;GNG7,GNB2,GNAS
GNAS-L-GNB3-GNG7 complex;GNG7,GNB3,GNAS
GNAS-L-GNB4-GNG7 complex;GNG7,GNAS,GNB4
GNAS-L-GNB5-GNG7 complex;GNB5,GNG7,GNAS
GNAS-L-GNB1-GNG8 complex;GNB1,GNAS,GNG8
GNAS-L-GNB2-GNG8 complex;GNB2,GNAS,GNG8
GNAS-L-GNB3-GNG8 complex;GNB3,GNAS,GNG8
GNAS-L-GNB4-GNG8 complex;GNAS,GNB4,GNG8
GNAS-L-GNB5-GNG8 complex;GNB5,GNAS,GNG8
p53-MDM2 complex;TP53,MDM2
Nptxr-Nptx1 complex;Nptxr,Nptx1
Nptxr-NPTX2 complex;Nptxr,NPTX2
CCNB1-CCNF complex;CCNB1,CCNF
GNAS-L-GNB1-GNG10 complex;GNG10,GNB1,GNAS
GNAS-L-GNB2-GNG10 complex;GNG10,GNB2,GNAS
GNAS-L-GNB3-GNG10 complex;GNB3,GNG10,GNAS
3-methylcrotonyl-CoA carboxylase;MCCC1,MCCC2
Methionine adenosyltransferase alpha2 beta-v1;MAT2A,MAT2B
CCR4-NOT-CNOT7-CNOT6 complex;CNOT1,CNOT3,RQCD1,TNKS1BP1,CNOT10,CNOT2,CNOT7,CNOT11,CNOT6
GNAS-L-GNB4-GNG10 complex;GNG10,GNAS,GNB4
GNAS-L-GNB5-GNG10 complex;GNB5,GNG10,GNAS
GNAS-L-GNB1-GNG11 complex;GNG11,GNB1,GNAS
Methionine adenosyltransferase alpha1 beta-v1;MAT1A,MAT2B
TIMM8A-TIMM13-TIMM23 complex;TIMM23,TIMM8A,TIMM13
GNAS-L-GNB2-GNG11 complex;GNG11,GNB2,GNAS
GNAS-L-GNB3-GNG11 complex;GNB3,GNG11,GNAS
GNAS-L-GNB4-GNG11 complex;GNG11,GNAS,GNB4
GNAS-L-GNB5-GNG11 complex;GNB5,GNG11,GNAS
GNAS-L-GNB1-GNG12 complex;GNB1,GNAS,GNG12
GNAS-L-GNB2-GNG12 complex;GNB2,GNAS,GNG12
GNAS-L-GNB3-GNG12 complex;GNB3,GNAS,GNG12
GNAS-L-GNB4-GNG12 complex;GNAS,GNB4,GNG12
GNAS-L-GNB5-GNG12 complex;GNB5,GNAS,GNG12
GNAS-L-GNB1-GNG13 complex;GNB1,GNAS,GNG13
GNAS-L-GNB2-GNG13 complex;GNB2,GNAS,GNG13
GNAS-L-GNB3-GNG13 complex;GNB3,GNAS,GNG13
GNAS-L-GNB4-GNG13 complex;GNAS,GNB4,GNG13
GNAS-L-GNB5-GNG13 complex;GNB5,GNAS,GNG13
CCR4-NOT-CNOT7-CNOT6L complex;CNOT1,CNOT3,RQCD1,CNOT6L,TNKS1BP1,CNOT10,CNOT2,CNOT7,CNOT11
CCR4-NOT-CNOT8-CNOT6 complex;CNOT1,CNOT3,RQCD1,TNKS1BP1,CNOT10,CNOT2,CNOT8,CNOT11,CNOT6
CCR4-NOT-CNOT8-CNOT6L complex;CNOT1,CNOT3,RQCD1,CNOT6L,TNKS1BP1,CNOT10,CNOT2,CNOT8,CNOT11
Dysbindin 1-A-DNA-PK-complex;XRCC6,XRCC5,PRKDC,DTNBP1
DHHC6-SELK complex;ZDHHC6,SELK
NSL complex;OGT,HCFC1,WDR5,KANSL1,MCRS1,PHF20,KAT8,KANSL2,KANSL3
MMS19-XPD complex;ERCC2,MMS19
MMS19-FAM96B complex;MMS19,FAM96B
HCF1-THAP11 complex;HCFC1,THAP11
CDH4-HDAC2-MTA2-RBBP7-TWIST1 complex;MTA2,CHD4,TWIST1,RBBP7,HDAC2
Atxn1-Rora-Yap complex;Yap1,Rora,Atxn1
Insr-Irs1-Iqgap1 complex;Insr,Irs1,Iqgap1
Dcd-Th-Slc18a2 complex;Th,Ddc,Slc18a2
Slc18a1-Slc18a2-Th complex;Th,Slc18a1,Slc18a2
Creb3l3-Ppara-Sirt1 mouse;Ppara,Creb3l3,Sirt1
Kif15-Myh10 complex;Kif15,Myh10
Cd2ap-Nphs1-Sept7 complex;Cd2ap,Nphs1,Sept7
DLC1-DLGAP1-MYO5A complex;DLGAP1,DLC1,MYO5A
DLGAP1-DLG4-DYNLL2 complex;DLGAP1,DLG4,DYNLL2
DISC1-DRD2 complex;DRD2,DISC1
ARXN1-CIC complex;ATXN1,CIC
Dync1i1-Snca complex;Snca,Dync1i1
Cebpa-Nfya complex;Nfya,Cebpa
CHRNA7-NMDAR1 complex;CHRNA7,GRIN1
CHRNA7-GRIN2A complex;CHRNA7,GRIN2A
SNCA-TUBB3 complex;SNCA,TUBB3
RPGRIP1-SPATA7 complex;RPGRIP1,SPATA7
AURKA-HRAS-RAF1 complex;AURKA,HRAS,RAF1
Apba1-Cask-Nrxn1-Ppfia1 complex;Apba1,Ppfia1,Cask,Nrxn1
Hdac1-Ino80-Kdm1a-Phb2-Rbp1-Taf5 complex;Hdac1,Phb2,Rbp1,Ino80,Kdm1a,Taf5
ABCB1-ANXA2-RACK1-SRC complex;ANXA2,ABCB1,SRC,RACK1
ERS1-MDM2 complex;ESR1,MDM2
ESR1-MDM4 complex;MDM4,ESR1
IGBP1-MID1-PPP2CA complex;MID1,PPP2CA,IGBP1
ING5 (BRPF2, MOZ, MORF) complex;BRD1,KAT6B,ING5,KAT6A,MEAF6
ING5 (BRPF3, MOZ, MORF) complex;KAT6B,ING5,KAT6A,MEAF6,BRPF3
ING5 complex (ING5, JADE2, KAT7, MEAF6);KAT7,ING5,MEAF6,JADE2
ING5 complex (ING5, JADE3, KAT7, MEAF6);KAT7,ING5,JADE3,MEAF6
ABCB1-PPP2R3C-TFPI2 complex;ABCB1,TFPI2,PPP2R3C
Abl1-Abl2-Crk-Unc119 complex;Abl1,Abl2,Crk,Unc119
LDHA-LDHB complex;LDHB,LDHA
